24.46.60.29 - - [12/Oct/2025:23:28:04 +0000] "GET /favicon.ico HTTP/1.1" 304 0 "http://safeeats-app-env.eba-nknmey2d.us-east-2.elasticbeanstalk.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
24.46.60.29 - - [12/Oct/2025:23:28:13 +0000] "GET /api/restaurants/search/?q=pizza HTTP/1.1" 200 4995 "http://safeeats-app-env.eba-nknmey2d.us-east-2.elasticbeanstalk.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
103.203.56.2 - - [12/Oct/2025:23:36:51 +0000] "GET / HTTP/1.1" 400 154 "-" "HTTP Banner Detection (https://security.ipip.net)" "-"
87.121.84.17 - - [12/Oct/2025:23:46:34 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" "-"
87.120.191.84 - - [13/Oct/2025:00:05:11 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
87.120.191.84 - - [13/Oct/2025:00:20:30 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
204.76.203.219 - - [13/Oct/2025:00:24:59 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
151.241.122.94 - - [13/Oct/2025:00:25:41 +0000] "HEAD / HTTP/1.0" 400 0 "-" "xfox-scan/1.0" "-"
142.111.113.204 - - [13/Oct/2025:01:02:33 +0000] "GET /.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
142.111.113.204 - - [13/Oct/2025:01:02:34 +0000] "POST / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
71.6.232.28 - - [13/Oct/2025:01:08:38 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36" "-"
87.121.84.17 - - [13/Oct/2025:01:09:18 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" "-"
34.79.215.23 - - [13/Oct/2025:01:39:28 +0000] "GET / HTTP/1.1" 400 154 "-" "python-requests/2.32.5" "-"
136.0.189.47 - - [13/Oct/2025:01:54:12 +0000] "GET /.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
136.0.189.47 - - [13/Oct/2025:01:54:12 +0000] "POST / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
178.249.209.164 - - [13/Oct/2025:01:54:49 +0000] "GET /.git/config HTTP/1.1" 400 154 "-" "Mozilla/5.0 (compatible; Scanner/1.0)" "-"
178.249.209.164 - - [13/Oct/2025:01:54:49 +0000] "GET /.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (compatible; Scanner/1.0)" "-"
13.56.231.111 - - [13/Oct/2025:02:00:53 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36" "-"
204.76.203.219 - - [13/Oct/2025:02:04:05 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
87.120.191.84 - - [13/Oct/2025:02:30:22 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
5.187.35.21 - - [13/Oct/2025:02:39:17 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
204.76.203.219 - - [13/Oct/2025:02:56:56 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
87.121.84.17 - - [13/Oct/2025:03:02:08 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36" "-"
176.65.141.87 - - [13/Oct/2025:03:08:16 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246" "-"
205.210.31.161 - - [13/Oct/2025:03:21:33 +0000] "GET / HTTP/1.1" 400 154 "-" "Hello from Palo Alto Networks, find out more about our scans in https://docs-cortex.paloaltonetworks.com/r/1/Cortex-Xpanse/Scanning-activity" "-"
87.120.191.84 - - [13/Oct/2025:03:30:14 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
101.33.81.73 - - [13/Oct/2025:03:30:20 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "-"
206.168.34.216 - - [13/Oct/2025:03:46:51 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)" "-"
206.168.34.216 - - [13/Oct/2025:03:46:51 +0000] "PRI * HTTP/2.0" 400 150 "-" "-" "-"
206.168.34.216 - - [13/Oct/2025:03:46:58 +0000] "PRI * HTTP/2.0" 400 150 "-" "-" "-"
206.168.34.216 - - [13/Oct/2025:03:46:59 +0000] "GET /security.txt HTTP/1.1" 400 154 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)" "-"
142.111.113.124 - - [13/Oct/2025:03:59:02 +0000] "GET /.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
142.111.113.124 - - [13/Oct/2025:03:59:02 +0000] "POST / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.5845.140 Safari/537.36" "-"
198.235.24.151 - - [13/Oct/2025:04:05:50 +0000] "\x16\x03\x01\x00\xCA\x01\x00\x00\xC6\x03\x03\x04nN\x996?\xF4\xA2\xDC\x8A\x84\xA9\xBE:+&\xC3h\x82\xA0\xC6\xFED@k\xDB\xAC^\xFBMcT\x00\x00h\xCC\x14\xCC\x13\xC0/\xC0+\xC00\xC0,\xC0\x11\xC0\x07\xC0'\xC0#\xC0\x13\xC0\x09\xC0(\xC0$\xC0\x14\xC0" 400 150 "-" "-" "-"
198.235.24.151 - - [13/Oct/2025:04:05:50 +0000] "\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03" 400 150 "-" "-" "-"
44.243.8.71 - - [13/Oct/2025:04:09:27 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36" "-"
65.49.1.172 - - [13/Oct/2025:04:24:25 +0000] "\x16\x03\x01\x00{\x01\x00\x00w\x03\x03\xFB\x0FK\x9C?\xEEo\x82\x8C\x15+Q\xC3;\xED\xFCB\xFD\xDB\xFE\x19\x86\xD2E\xA7s\xE5W9\xE8\xF4\xFF\x00\x00\x1A\xC0/\xC0+\xC0\x11\xC0\x07\xC0\x13\xC0\x09\xC0\x14\xC0" 400 150 "-" "-" "-"
43.153.27.244 - - [13/Oct/2025:04:42:52 +0000] "GET / HTTP/1.1" 200 400 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1" "-"
204.76.203.219 - - [13/Oct/2025:04:58:19 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
176.65.141.86 - - [13/Oct/2025:05:11:56 +0000] "GET /cgi-bin/luci/;stok=/locale HTTP/1.1" 400 154 "-" "-" "-"
87.120.191.84 - - [13/Oct/2025:05:20:51 +0000] "GET / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46" "-"
84.239.16.28 - - [13/Oct/2025:05:23:36 +0000] "POST / HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:36 +0000] "GET /public/.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:36 +0000] "GET /laravel/.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:37 +0000] "GET /infophp.php HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:37 +0000] "GET /php_info.php HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:38 +0000] "GET /test.php HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:38 +0000] "GET /i.php HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:39 +0000] "GET /asdf.php HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:39 +0000] "GET /pinfo.php HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:39 +0000] "GET /phpversion.php HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:40 +0000] "GET /time.php HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:41 +0000] "GET /temp.php HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:41 +0000] "GET /old_phpinfo.php HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:41 +0000] "GET /infos.php HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:41 +0000] "GET /linusadmin-phpinfo.php HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:41 +0000] "GET /php-info.php HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:41 +0000] "GET /dashboard/phpinfo.php HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:42 +0000] "GET /phpinfo.php3 HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:42 +0000] "GET /phpinfo.php4 HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:42 +0000] "GET /phpinfo.php5 HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:42 +0000] "GET /phpinfos.php HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:43 +0000] "GET /_profiler/phpinfo.php HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:43 +0000] "GET /laravel/core/.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:43 +0000] "GET /beta/.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:43 +0000] "GET /kyc/.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:43 +0000] "GET /admin/.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:44 +0000] "GET /prod/.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:44 +0000] "GET /api/.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:46 +0000] "GET /.docker/laravel/app/.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:46 +0000] "GET /.docker/.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:47 +0000] "GET /.gitlab-ci/.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:47 +0000] "GET /.vscode/.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:47 +0000] "GET /web/.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:48 +0000] "GET /app/.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:48 +0000] "GET /crm/.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:49 +0000] "GET /backend/.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:49 +0000] "GET /local/.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:49 +0000] "GET /application/.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:49 +0000] "GET /.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:49 +0000] "GET /live_env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:50 +0000] "GET /admin-app/.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:50 +0000] "GET /mailer/.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:50 +0000] "GET /laravel/.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:50 +0000] "GET /shared/.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:50 +0000] "GET /.env.project HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:50 +0000] "GET /apps/.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:51 +0000] "GET /development/.env HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:51 +0000] "GET /public/client/planinfo HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:52 +0000] "GET /_profiler/phpinfo HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:52 +0000] "GET /phpinfo.php HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:52 +0000] "GET /info.php HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:53 +0000] "GET /aws.yml HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:53 +0000] "GET /.env.bak HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:53 +0000] "GET /.env.config HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:53 +0000] "GET /.env.bak HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:54 +0000] "GET /.env-example HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:54 +0000] "GET /.env-sample HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:54 +0000] "GET /.env.backup HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:54 +0000] "GET /.env.dev HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:54 +0000] "GET /.env.dev.local HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:54 +0000] "GET /.env.development.local HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:54 +0000] "GET /.env.development.sample HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:54 +0000] "GET /.env.dist HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:55 +0000] "GET /.env.docker HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:55 +0000] "GET /.env.docker.dev HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
84.239.16.28 - - [13/Oct/2025:05:23:55 +0000] "GET /.env.example HTTP/1.1" 400 154 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36" "-"
